,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
75,포스코강판,058430,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",2002-08-16,12월,윤양수,http://www.poscocnc.com,경상북도
76,한국공항,005430,기타 운송관련 서비스업,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",1976-12-28,12월,유종석,http://www.kas.co.kr,서울특별시
77,한국패러랠,168490,신탁업 및 집합투자업,,2013-04-19,03월,한국투자신탁운용(주),,서울특별시
78,한샘,009240,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",2002-07-16,12월,김진태(대표집행임원),http://www.hanssem.com,경기도
79,한솔로지스틱스,009180,기타 운송관련 서비스업,"지류펄프 보관창고 운영/화물취급,화물운송알선,물류컨설팅/종합쇼핑몰운영,통신판매,인터넷백화점",1989-11-13,12월,황규호,http://www.hansollogistics.com,서울특별시
80,한일철강,002220,1차 철강 제조업,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매",1988-10-07,12월,엄정헌,http://www.hanilsteel.co.kr,서울특별시
81,한창제지,009460,"펄프, 종이 및 판지 제조업","마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입",1987-12-23,12월,김길수,http://www.hcpaper.co.kr,경상남도
82,한화생명,088350,보험업,생명보험,2010-03-17,12월,여승주,http://www.hanwhalife.com,서울특별시
83,현대건설,000720,토목 건설업,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",1984-12-22,12월,윤영준,http://www.hdec.kr,서울특별시
84,현대두산인프라코어,042670,특수 목적용 기계 제조업,"굴삭기,엔진 제조,도소매",2001-02-02,12월,조영철,http://www.hyundai-di.com,인천광역시
85,현대비앤지스틸,004560,1차 철강 제조업,"스텐레스냉연강판,특수강 제조",1987-03-24,12월,- 정일선,http://www.hyundai-bngsteel.com,경상남도
86,현대엘리베이터,017800,일반 목적용 기계 제조업,"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수",1996-07-03,12월,송승봉,http://www.hyundaielevator.co.kr,경기도
87,현대차증권,001500,금융 지원 서비스업,"유가증권의매매,위탁매매,유가증권의 중개,대리/부동산 임대",1990-06-09,12월,최병철,http://hmsec.com,서울특별시
88,호전실업,111110,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,박용철 박진호,http://www.hojeon.com,서울특별시
89,3S,060310,전자부품 제조업,반도체 웨이퍼 캐리어,2002-04-23,03월,"박종익, 김세완 (각자 대표이사)",http://www.3sref.com,서울특별시
90,EDGC,245620,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,"각자대표이사 신상철, 이민섭",http://www.edgc.com,인천광역시
91,ES큐브,050120,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,신희민,http://www.escube.co.kr,서울특별시
92,ISC,095340,전자부품 제조업,반도체테스트소켓,2007-10-01,12월,"김정렬, 김상욱 (각자 대표이사)",http://isc21.kr,경기도
93,JW신약,067290,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,백승호,http://www.cwsy.co.kr,서울특별시
94,KB오토시스,024120,자동차 신품 부품 제조업,브레이크패드,1994-12-07,12월,김신완,http://www.kbautosys.com,충청남도
95,KH바텍,060720,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",2002-05-21,12월,남광희,http://www.khvatec.com,경상북도
96,PN풍년,024940,기타 금속 가공제품 제조업,압력솥,1995-01-04,12월,유재원,http://www.pn.co.kr,경기도
97,SCI평가정보,036120,기타 정보 서비스업,"신용조회,채권추심,신용조사",1999-12-07,12월,임동훈,http://www.sci.co.kr,서울특별시
98,TJ미디어,032540,영상 및 음향기기 제조업,영상음향반주기,1997-04-16,12월,윤나라,http://www.tjmedia.co.kr/,서울특별시
99,강스템바이오텍,217730,기초 의약물질 및 생물학적 제제 제조업,줄기세포치료제,2015-12-21,12월,나종천,http://www.kangstem.com,서울특별시
100,경남제약,053950,의약품 제조업,PCB 드릴가공,2001-11-06,12월,오성원,http://www.kyungnampharm.co.kr,경상남도
101,경창산업,024910,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품",1994-12-29,12월,"손일호,이동현",http://www.kc.co.kr,대구광역시
102,교보9호스팩,331520,금융 지원 서비스업,기업인수합병,2019-10-29,12월,양규응,,서울특별시
103,국순당,043650,알코올음료 제조업,탁주 및 약주,2000-08-24,12월,배상민,http://www.ksdb.co.kr,강원도
104,국일제지,078130,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",2004-10-22,12월,"이용호, 최우식 (각자 대표)",http://www.kukilpaper.co.kr,경기도
105,그리티,204020,봉제의복 제조업,"내의(원더브라, 플레이텍스, 미싱도로시, 르페)",2018-07-23,12월,문영우,http://www.gritees.com,서울특별시
106,글로본,019660,상품 종합 도매업,화장품 외,1992-06-04,12월,한상호,http://www.globon.co.kr,서울특별시
107,까스텔바작,308100,"섬유, 의복, 신발 및 가죽제품 소매업",골프의류 및 골프잡화,2019-06-10,12월,최준호,http://www.castelbajac.com,서울특별시
108,나노브릭,286750,기초 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)",2019-08-19,12월,주재현,http://www.nanobrick.co.kr,경기도
109,네오리진,094860,소프트웨어 개발 및 공급업,네트워크장비공급및인터넷트래픽솔루션,2007-04-16,12월,리지앙(Li Jiang),http://www.kornicglory.co.kr,서울특별시
110,네오위즈,095660,소프트웨어 개발 및 공급업,"피망,스페셜포스",2007-07-02,12월,"문지수 대표이사, 김승철 대표이사 (공동대표)",http://www.neowizgames.com,경기도
111,네오티스,085910,자동차 신품 부품 제조업,"마이크로비트,샤프트",2007-10-01,12월,권상훈,http://www.neotis.co.kr,경기도
112,네이처셀,007390,기초 의약물질 및 생물학적 제제 제조업,닥터쥬크르,1992-11-30,12월,라정찬,http://www.naturecell.co.kr,서울특별시
113,농우바이오,054050,작물 재배업,"고추, 수박, 참외(메론), 오이, 호박, 무, 배추 등",2002-04-02,12월,박동섭,http://www.nongwoobio.co.kr,경기도
114,뉴인텍,012340,전자부품 제조업,콘덴서,1997-02-12,12월,장기수,http://www.nuin.co.kr,충청남도
115,다보링크,340360,통신 및 방송 장비 제조업,"AP, APController 외",2019-12-19,12월,이용화,http://www.davolink.co.kr,경기도
116,대봉엘에스,078140,의약품 제조업,"원료의약품,화장품원료",2005-12-23,12월,"박종호, 박진오",http://www.daebongls.co.kr,인천광역시
117,대유,290380,"비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약",2018-08-10,12월,김우동,http://www.dae-yu.co.kr,서울특별시
118,대유에이피,290120,자동차 신품 부품 제조업,자동차 스티어링휠,2018-12-07,12월,이석근,http://www.dayouap.co.kr,전라북도
119,대주산업,003310,동물용 사료 및 조제식품 제조업,배합사료,1992-08-01,12월,정석원,http://www.daejooind.co.kr,서울특별시
120,대한그린파워,060900,기타 화학제품 제조업,바이오 연료 및 혼합물 제조업,2002-09-17,12월,박근식,http://www.daehangreenpower.com,전라남도
121,대한약품,023910,의약품 제조업,수액제,1994-11-23,12월,이윤우,http://www.daihan.com,서울특별시
122,동구바이오제약,006620,의약품 제조업,"피부, 비뇨기과 완제의약품",2018-02-13,12월,조용준,http://www.dongkoo.com,서울특별시
123,동국제약,086450,의약품 제조업,"인사돌, 복합마데카솔, 파미레이",2007-05-29,12월,오흥주,http://www.dkpharm.co.kr,서울특별시
124,드림시큐리티,203650,소프트웨어 개발 및 공급업,정보보안솔루션,2014-10-13,12월,"범진규, 문진일",http://www.dreamsecurity.com,서울특별시
125,디에이테크놀로지,196490,특수 목적용 기계 제조업,2차전지설비,2014-11-19,12월,이종욱,http://www.dat21.co.kr,경기도
126,디에이피,066900,전자부품 제조업,Build-Up PCB(인쇄회로기판),2004-05-14,12월,"권오일, 최봉윤",http://www.dapmc.co.kr,경기도
127,디엔에이링크,127120,자연과학 및 공학 연구개발업,"유전체분석(EGIS), 개인유전체분석(DNAGPS)",2011-12-26,12월,이종은,http://www.dnalink.com,서울특별시
128,디지틀조선,033130,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",위성서비스,1997-08-06,12월,김영수,http://www.chosun.com,서울특별시
129,레몬,294140,화학섬유 제조업,"EMI Shield Can, 나노멤브레인 등",2020-02-28,12월,김광진,http://www.lemonano.co.kr,경상북도
130,룽투코리아,060240,소프트웨어 개발 및 공급업,"모바일게임(열혈강호,검과마법)",2002-01-04,12월,양 성 휘,http://www.longtukorea.kr/,경기도
131,링크제니시스,219420,소프트웨어 개발 및 공급업,"반도체, 디스플레이, 자동화 S/W 및 시스템 테스트 자동화 솔루션 개발(XCOMPRO, XGEM, MAT)",2018-02-05,12월,정성우,http://www.linkgenesis.co.kr,경기도
132,메디포스트,078160,기초 의약물질 및 생물학적 제제 제조업,제대혈은행,2005-07-29,12월,양윤선,http://www.medi-post.co.kr,경기도
133,모비스,250060,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",기업인수합병,2016-09-08,12월,김지헌,,경기도
134,모트렉스,118990,자동차 신품 부품 제조업,차량용 인포테인먼트,2017-08-04,12월,이형환,http://www.motrex.co.kr,경기도
135,미래에셋대우스팩3호,328380,금융 지원 서비스업,기업인수합병,2019-08-20,12월,이경하,,서울특별시
136,미코바이오메드,214610,의료용 기기 제조업,체외진단용 의료기기,2020-10-22,12월,김성우,http://www.micobiomed.com,경기도
137,베뉴지,019010,종합 소매업,"백화점,예식장업",1993-11-05,12월,김만진.이만섭(각자 대표이사),http://www.venueg.com,서울특별시
138,브랜드엑스코퍼레이션,337930,기타 정보 서비스업,"애슬레저의류, 생활/청결 용품",2020-08-13,12월,"강민준, 이수연",http://www.brandxcorp.com/,서울특별시
139,삼보판지,023600,"펄프, 종이 및 판지 제조업","골판지,골판지상자",1996-05-29,12월,류진호,http://www.isambo.com,경기도
140,삼성스팩4호,377630,금융 지원 서비스업,기업인수합병,2021-05-21,12월,김영도,,서울특별시
141,삼아제약,009300,의약품 제조업,"노마에프, 아토크건조시럽, 코데날정, 코코시럽, 스마엘",2000-07-19,12월,"허 준, 허미애 (각자 대표이사)",http://www.samapharm.co.kr,강원도
142,삼일,032280,도로 화물 운송업,운송 및 하역수입,1997-03-15,12월,"이정식, 안인수(각자대표)",http://www.samil31.co.kr,경상북도
143,샘씨엔에스,252990,전자부품 제조업,세라믹 STF(다층 세라믹 기판),2021-05-20,12월,"최유진, 김헌태",http://www.semcns.com,경기도
144,선진뷰티사이언스,086710,기타 화학제품 제조업,화장품 원료,2021-01-27,12월,이성호,http://sunjinbs.co.kr,경기도
145,성창오토텍,080470,자동차 신품 부품 제조업,"차량용에어컨필터,차량용공기청정기등",2006-11-03,12월,이병진,http://www.sc-autotech.com,경기도
146,세코닉스,053450,사진장비 및 광학기기 제조업,"모바일용 카메라렌즈, 차량용 카메라 및 광학부품",2001-08-09,12월,박은경,http://www.sekonix.com,경기도
147,셀바스헬스케어,208370,의료용 기기 제조업,"체성분측정기, 혈압계, 점자정보단말기",2014-12-17,12월,유병탁,http://www.selvashealthcare.com,대전광역시
148,슈피겐코리아,192440,그외 기타 제품 제조업,"핸드폰 케이스, 액정보호필름",2014-11-05,12월,김대영,http://www.spigenkorea.co.kr/,서울특별시
149,스타플렉스,115570,플라스틱제품 제조업,"광고용플렉스(조명용,비조명용)",2010-01-27,12월,김세권,http://www.star-flex.com,충청북도
150,스페코,013810,특수 목적용 기계 제조업,아스팔트믹싱플랜트,1997-11-03,12월,김재현,http://www.speco.co.kr,서울특별시
151,시티랩스,139050,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","용역서비스(ITS,BIS,ATMS,BRT)",2011-07-29,12월,조영중,,경기도
152,신영스팩6호,344050,금융 지원 서비스업,기업인수,2020-02-12,12월,송동현,,서울특별시
153,쌍용정보통신,010280,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","클라우드,시스템통합(SI),네트워크 설계 및 구축,시스템운영(SM)",2000-04-14,12월,박진국,http://www.sicc.co.kr,서울특별시
154,썸에이지,208640,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2014-12-29,12월,박홍서,http://www.thumbage.co.kr,경기도
155,씨케이에이치,900120,기타 금융업,건강보조식품,2010-03-31,06월,린진성,,케이맨 제도
156,아이비김영,339950,일반 교습 학원,"오프라인 학원, 온라인강의",2019-12-24,12월,김석철,http://www.kimyoung.co.kr,서울특별시
157,아이센스,099190,의료용 기기 제조업,"혈당측정스트립, 혈당측정기기 등",2013-01-30,12월,"차근식, 남학현(각자 대표이사)",http://www.i-sens.com,서울특별시
158,아이씨케이,068940,전자부품 제조업,신용카드 및 전자화폐 등,2010-10-19,12월,강수향,http://www.cardnsoft.com,대구광역시
159,아이에스이커머스,069920,무점포 소매업,"해외, 국내상품 소싱 및 판매대행 서비스",2007-12-05,12월,김응상,http://www.isecommerce.co.kr,서울특별시
160,아이원스,114810,특수 목적용 기계 제조업,"반도체 장비 부품 제조 및 세정, LCD 장비 부품 제조",2013-02-07,12월,이문기,http://www.iones.co.kr,경기도
161,아이즈비전,031310,전기 통신업,"홈쇼핑(아이즈홈쇼핑), 국제전화(아이즈텔), 가정용유무선 전화기판매(TopPhone)",1997-07-25,12월,김상우,http://www.eyesvision.com,서울특별시
162,아이컴포넌트,059100,전자부품 제조업,액정평판디스플레이용 플라스틱 박판필름 제조업,2008-12-16,12월,김양국,http://www.i-components.co.kr,경기도
163,아이티센,124500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",시스템통합 및 IT서비스,2014-12-23,12월,-,http://www.itcen.co.kr,서울특별시
164,알비더블유,361570,오디오물 출판 및 원판 녹음업,음반 및 음원 등(콘텐츠),2021-11-22,12월,"김진우, 김도훈",http://www.rbbridge.com,서울특별시
165,알에프세미,096610,반도체 제조업,"ECM, DIODE, LED Light",2007-11-20,12월,이진효,http://www.rfsemi.co.kr/,대전광역시
166,알에프텍,061040,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",2002-05-16,12월,이진형,http://www.rftech.co.kr,경기도
167,알파홀딩스,117670,반도체 제조업,시스템 반도체 개발,2010-09-17,12월,"김종인, 최진규",http://www.alpha-holdings.co.kr,경기도
168,애니플러스,310200,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송통신사업,2018-12-21,12월,전승택,http://www.aniplustv.com,서울특별시
169,앤디포스,238090,플라스틱제품 제조업,"TSP용 양면 테이프, 윈도우 필름",2016-10-12,12월,조서용,http://www.ndfos.com,충청북도
170,앱클론,174900,의료용품 및 기타 의약 관련제품 제조업,항체의약품,2017-09-18,12월,이종서,http://www.abclon.com,서울특별시
